FECHA_CORTE,FECHA_REGISTRO,ANO_EJEC,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,COMISIONADO,CENTRO_COSTO,FECHA_INICIO_COMISION,FECHA_FIN_COMISION,FECHA_RENDICION_VIATICOS,FF_PVI,CLASIFICADOR_VIATICO_PVI,TIPO_RUTA,MONTO_TOTAL_VIATICO_PVI,MONTO_PASAJE,GASTO_ALIMENTACION,GASTO_HOSPEDAJE,GASTO_MOVILIDAD
20230731,20190326,2019,LIMA,LIMA,LIMA,150101,0x117EAD4E692DC21075F1FC181767995C,UNIDAD FORMULADORA,20190325,20190327,20190422,18,2.6. 8  1. 4  3,T,640,300,160,300,192
20230731,20191121,2019,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,220101,0x118790FA03BD8A30D4F83FFE47684B70,OFICINA REGIONAL DE CONTROL INSTITUCIONAL,20191124,20191129,20191206,9,2.3. 2  1. 2  2,T,1600,250,560,560,480
20230731,20190412,2019,LIMA,LIMA,LIMA,150101,0x125E39953DAB8172C42F3F32BFC3F6E1,SECRETARIO GENERAL DE LA PRESIDENCIA REGIONAL,20190421,20190422,20190506,0,2.3. 2  1. 2  2,T,320,300,104,120,96
20230731,20230310,2023,LIMA,LIMA,LIMA,150101,0x1334D74A2F40A8028C002649038F5BBF,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20230309,20230311,20230504,0,2.3. 2  1. 2  2,A,640,1555,245.3,240,192
20230731,20230718,2023,LIMA,LIMA,LIMA,150101,0x1334D74A2F40A8028C002649038F5BBF,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20230714,20230715,20230815,0,2.3. 2  1. 2  2,A,333.33,1128,155.4,170,100
20230731,20230622,2023,LIMA,LIMA,LIMA,150101,0x1334D74A2F40A8028C002649038F5BBF,OFICINA DE PROGRAMACION MULTIANUAL DE INVERSIONES,20230621,20230623,20230717,0,2.3. 2  1. 2  2,A,640,1750,144.3,180,120
20230731,20200218,2020,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20200213,20200214,20200225,18,2.6. 8  1. 4  3,A,320,1409.18,82.5,150,96
20230731,20190326,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190323,20190328,20190401,18,2.6. 8  1. 4  3,A,1920,757,524.3,825,576
20230731,20190305,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190304,20190305,20190311,18,2.6. 8  1. 4  3,A,640,918,158.8,300,192
20230731,20190206,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190205,20190206,20190208,18,2.6. 8  1. 4  3,A,640,980,291.9,225,192
20230731,20190704,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20190703,20190704,20190712,18,2.6. 8  1. 4  3,A,640,800,235.8,225,192
20230731,20191129,2019,LIMA,LIMA,LIMA,150101,0x145AAA9EEF26027541780C792B39A3F3,UNIDAD FORMULADORA,20191126,20191127,20191204,18,2.6. 8  1. 4  3,A,320,997.83,73.5,150,96
