FECHA_CORTE;CODIGO_UNICO;SECTOR;OPMI;UF;UEI;UBIGEO;DEPRTAMENTO;PROVINCIA;FUNCION;TIPO_DE_INVERSION;NOMBRE_DE_INVERSION;COSTO_ACTUALIZADO;DEVENGADO_ACUMULADO_AL_31_DIC_2021);PIM_2022;MONTO_ANO_2022;MONTO_ANO_2023;MONTO_ANO_2024;MONTO_ANO_2025
20/10/2022;2282766;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150600;LIMA;HUARAL;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACIÓN DE LOS SERVICIOS EDUCATIVOS EN NIÑOS DE 03 A 05 AÑOS EN LA I.E.I. ESCOLARIZADA N  21571 SAN JUAN DE DIOS - DISTRITO AUCALLAMA - PROVINCIA HUARAL - REGIÓN LIMA;2810701;2588802;203686;17980;203919;0;0
20/10/2022;2329674;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE HUAROCHIRI;GERENCIA REGIONAL DE INFRAESTRUCTURA;150700;LIMA;HUAROCHIRI;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DE LOS SERVICIOS EDUCATIVOS DE LA I.E. 20955-28 FRANCISCO BOLOGNESI CERVANTES ANEXO 22 DEL CENTRO POBLADO VALLE HERMOSO, DISTRITO DE SAN ANTONIO, PROVINCIA DE HUAROCHIRI - LIMA;11420664;11128895;328158;1015341;0;0;0
20/10/2022;2201901;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150500;LIMA;CAÑETE;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION DEL NIVEL INICIAL EN LA I.E.I N  021 CENTRO POBLADO  DE HERBAY ALTO, DISTRITO DE SAN VICENTE DE CAÑETE, PROVINCIA DE CAÑETE,REGION LIMA;3171410;3143142;0;0;28268;1;0
20/10/2022;2249965;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150200;LIMA;BARRANCA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO DEL SERVICIO  EDUCATIVO EN LA I.E. N 20979  LUIS ALBERTO SANCHEZ DEL AA.HH BUENA VISTA, DISTRITO  BARRANCA, PROVINCIA BARRANCA, REGION LIMA;3789061;104449;3421631;3421631;0;262982;0
20/10/2022;2194964;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150800;LIMA;HUAURA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. N 20332 REINO DE SUECIA, EN EL CENTRO POBLADO DE HUMAYA, DISTRITO DE HUAURA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA;7347872;200308;6692221;6692221;0;455344;0
20/10/2022;2453343;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150800;LIMA;HUAURA;EDUCACION;INVERSIONES IOARR;"CONSTRUCCION DE AMBIENTE PARA COMEDOR, AMBIENTE DE RESIDENCIA, VEREDA, SUMINISTRO DE ENERGIA ELECTRICA, COBERTURA Y BAÑO O SERVICIOS SANITARIOS; EN EL(LA) IE COAR LIMA PROVINCIAS - SANTA MARIA  DISTRITO DE SANTA MARIA, PROVINCIA HUAURA, DEPARTAMENTO LIMA";1048355;941211;4587;4587;10931;0;0
20/10/2022;2333584;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150200;LIMA;BARRANCA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS DE EDUCACION DEL NIVEL INICIAL EN LA I.E.I. N661 DEL CENTRO POBLADO MANUEL SEOANE CORRALES, DISTRITO BARRANCA, PROVINCIA BARRANCA, REGION LIMA.;3333090;3333091;0;44425;0;0;0
20/10/2022;2330163;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE HUAURA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150800;LIMA;HUAURA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO INTEGRAL DE LOS SERVICIOS EDUCATIVOS DEL NIVEL SECUNDARIO EN LA I.E. N 20871 DEL CENTRO POBLADO PARAISO, DISTRITO DE SANTA MARIA, PROVINCIA DE HUAURA - LIMA;4323501;4058408;248687;46519;0;0;0
20/10/2022;2194972;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150200;LIMA;BARRANCA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E.S.  MIGUEL GRAU DE LA CIUDAD DE PARAMONGA, EN EL DISTRITO DE PARAMONGA, PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA;8414835;255051;7601112;7601112;0;558673;0
20/10/2022;2091924;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150200;LIMA;BARRANCA;EDUCACION;PROYECTO DE INVERSION;CONSTRUCCION Y EQUIPAMIENTO DEL CETPRO BARRANCA, DISTRITO DE BARRANCA - BARRANCA - LIMA;2150411;1833014;317397;317397;0;0;0
20/10/2022;2223420;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE HUAURA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150800;LIMA;HUAURA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. 20372- PICHUPAMPA, DISTRITO DE LEONCIO PRADO, PROVINCIA DE HUAURA - LIMA;2107866;2057555;50311;171944;0;0;0
20/10/2022;2130949;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES;150600;LIMA;HUARAL;TRANSPORTE;PROYECTO DE INVERSION;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD A TRAVES DE LA CARRETERA VECINAL 519 , PROVINCIA DE HUARAL - LIMA;7213701;6216567;35000;35000;0;962135;0
20/10/2022;2235435;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE CAÑETE - SAN VICENTE DE CAÑETE;DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES;150500;LIMA;CAÑETE;TRANSPORTE;PROYECTO DE INVERSION;MEJORAMIENTO DE LAS VIAS DE ACCESO DE LOS CENTROS POBLADOS DE HUALCARA, MONTEJATO Y UNGARA, EN EL DISTRITO DE SAN VICENTE, PROVINCIA DE CANETE - LIMA;9467152;175505;9044231;9044231;0;247416;0
20/10/2022;2333820;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150600;LIMA;HUARAL;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DEL NIVEL INICIAL Y PRIMARIA DE LA I.E. N 20390 HORTENCIA DULANTO DE LAS CASAS DEL DISTRITO DE CHANCAY, PROVINCIA DE HUARAL, REGION LIMA;13525944;13525945;394015;394015;0;0;0
20/10/2022;2046188;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150600;LIMA;HUARAL;AGROPECUARIA;PROYECTO DE INVERSION;MEJORAMIENTO DE LA INFRAESTRUCTURA DE RIEGO CANAL PALPA BAJO;2957331;2876571;15000;15000;39173;26587;0
20/10/2022;2250755;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150800;LIMA;HUAURA;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS EDUCATIVOS DE LA I.E. N 20331 - 656 PASITOS DE JESUS DEL BARRIO LA ESPERANZA DISTRITO DE HUALMAY- PROVINCIA DE HUAURA - REGION LIMA.;5868466;5868467;0;45644;0;0;0
20/10/2022;2115816;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150300;LIMA;CAJATAMBO;AGROPECUARIA;PROYECTO DE INVERSION;CONSTRUCCION DEL CANAL DE IRRIGACION COCHAS - PACA, DISTRITO DE GORGOR - CAJATAMBO - LIMA;3114652;3063427;0;0;51225;0;0
20/10/2022;2220735;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD DISTRITAL DE SAN ANDRES DE TUPICOCHA;DIRECCION REGIONAL DE AGRICULTURA;150700;LIMA;HUAROCHIRI;AGROPECUARIA;PROYECTO DE INVERSION;INSTALACION DEL SERVICIO DE AGUA DEL SISTEMA DE RIEGO MOTOPLICHE  II, DISTRITO DE LAHUAYTAMBO - HUAROCHIRI - LIMA;4264347;4078001;0;186346;0;186346;0
20/10/2022;2105618;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150900;LIMA;OYON;AGROPECUARIA;PROYECTO DE INVERSION;CONSTRUCCION DE RESERVORIO Y CANAL PUMPUL-PAGTAURA-ULLUSH-YANATAMA Y LIRIOTUNA DEL CENTRO POBLADO SAN CRISTOBAL DE RAPAZ, DISTRITO Y PROVINCIA DE OYON;1705924;1650743;0;15000;40182;15000;0
20/10/2022;2341625;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150400;LIMA;CANTA;AGROPECUARIA;PROYECTO DE INVERSION;MEJORAMIENTO DE SERVICIO DE AGUA DEL SISTEMA DE RIEGO DE LA COMISION DE REGANTES YANGAS, CENTRO POBLADO DE YANGAS, DISTRITO DE SANTA ROSA DE QUIVES CANTA-LIMA;7234824;7097822;59660;59677;0;77342;0
20/10/2022;2232352;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150600;LIMA;HUARAL;AGROPECUARIA;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE ALMACENAMIENTO DE AGUA PARA USO AGRÍCOLA-PRESA CACCRAY-SANTA CRUZ DE ANDAMARCA-HUARAL-LIMA;7958432;7579299;378654;508472;0;110;0
20/10/2022;2046507;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150700;LIMA;HUAROCHIRI;SANEAMIENTO;PROYECTO DE INVERSION;REHABILITACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA CIUDAD DE HUAROCHIRI;7147696;6399273;197871;185533;0;0;0
20/10/2022;2154249;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150800;LIMA;HUAURA;PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA;PROYECTO DE INVERSION;MEJORAMIENTO DE LA CADENA PRODUCTIVA DE GANADO VACUNO PRODUCTORA DE LECHE EN LAS PROVINCIAS DE HUAURA Y BARRANCA;4014262;3866712;0;147500;0;147550;0
20/10/2022;2173348;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;151000;LIMA;YAUYOS;PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA;PROYECTO DE INVERSION;MEJORAMIENTO DE CAPACIDADES PARA LA PRESTACION DE SERVICIOS DE APOYO EN LA CADENA PRODUCIVA DE MANZANA EN LOS DISTRITOS DE COLONIA, YAUYOS, AYAUCA, SAN LORENZO DE PUTINZA EN LA PROVINCIA DE YAUYOS-LIMA;1549753;1539816;0;9937;0;9937;0
20/10/2022;2383184;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA SUB REGIONAL LIMA SUR;150500;LIMA;CAÑETE;SALUD;PROYECTO DE INVERSION;CREACION DE LOS SERVICIOS DE ATENCIÓN BÁSICA DE SALUD NIVEL I-2, EN EL ASENTAMIENTO HUMANO CERRO CANDELA, DISTRITO DE IMPERIAL, PROVINCIA DE CAÑETE, REGIÓN LIMA;4045134;425617;3619519;804933;0;0;0
20/10/2022;2430100;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150500;LIMA;CAÑETE;ORDEN PUBLICO Y SEGURIDAD;PROYECTO DE INVERSION;CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO MALA: TRAMO: PROGRESIVA 00+00 KM. A 4+900 KM DEL RIO MALA, EN LOS DISTRITOS DE MALA Y SAN ANTONIO DE LA  PROVINCIA DE CAÑETE - DEPARTAMENTO DE LIMA;13112883;12090941;15000;1020819;1006943;0;0
20/10/2022;2230309;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD DISTRITAL DE SANGALLAYA;DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES;150400;LIMA;CANTA;TRANSPORTE;PROYECTO DE INVERSION;MEJORAMIENTO DE LA CARRETERA HUAROS -EMPALME CON CARRETERA CANTA LA VIUDA, DISTRITO DE HUAROS - CANTA - LIMA;4602695;4602695;0;145342;0;0;0
20/10/2022;2430402;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150700;LIMA;HUAROCHIRI;ORDEN PUBLICO Y SEGURIDAD;PROYECTO DE INVERSION;CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDE E INUNDACIONES DE LOS RIOS SANTA EULALIA Y RIMAC EN LOS TRAMOS: PROGRESIVA 0+000 KM. A 11+500 KM. DEL RIO SANTA EULALIA Y PROGRESIVA 56+000 KM. A 65+500 KM. DEL RIO RIMAC- EN LOS DISTRITOS DE SANTA EULALIA Y RICARDO PALMA DE LA  PROVINCIA DE HUAROCHIRI - DEPARTAMENTO DE LIMA;15197621;15193437;3855;41684;0;329;0
20/10/2022;2285640;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD DISTRITAL DE PACARAN;GERENCIA SUB REGIONAL LIMA SUR;150500;LIMA;CAÑETE;SALUD;PROYECTO DE INVERSION;MEJORAMIENTO DEL SERVICIO DE SALUD DEL CENTRO DE SALUD PACARAN, DISTRITO DE PACARAN - CANETE - LIMA;6616816;2852740;3764077;10000;0;0;0
20/10/2022;2430080;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150800;LIMA;HUAURA;ORDEN PUBLICO Y SEGURIDAD;PROYECTO DE INVERSION;CREACION E IMPLEMENTACIÓN DE MEDIDAS DE PROTECCIÓN Y DE PREVENCIÓN PARA EL CONTROL DE DESBORDES E INUNDACIONES DEL RIO HUAURA TRAMO, DESEMBOCADURA - PUENTE ALCO - RIO HUAURA 5 DISTRITOS DE LA PROVINCIA DE HUAURA - DEPARTAMENTO DE LIMA;31971408;31146839;822931;822931;0;1638;0
20/10/2022;2154911;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150600;LIMA;HUARAL;ORDEN PUBLICO Y SEGURIDAD;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS DE ATENCION DE EMERGENCIAS DE LA COMPAÑÍA DE BOMBEROS SALVADORA N 44, EN EL DISTRITO Y PROVINCIA DE HUARAL, REGION LIMA;7896346;6409928;1486419;343262;0;586762;0
20/10/2022;2178523;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150000;LIMA;MULTIPROVINCIAL;PLANEAMIENTO, GESTION Y RESERVA DE CONTINGENCIA;PROYECTO DE INVERSION;MEJORAMIENTO DE LA CAPACIDAD OPERATIVA DEL GOBIERNO REGIONAL DE LIMA CON MAQUINARIA PESADA PARA LA ATENCION DE EMERGENCIAS E INTERVENCIONES VIALES EN LA REGION LIMA;74952439;70455188;0;271613;2725639;1771612;0
20/10/2022;2225999;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD DISTRITAL DE PATIVILCA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150200;LIMA;BARRANCA;SANEAMIENTO;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACION DEL SISTEMA DE AGUA POTABLE E INSTALACION DEL SISTEMA DE ALCANTARILLADO EN CENTROS POBLADOS PAMPA SAN JOSE, CARAQUEÑO Y ONCE ESTRELLAS, DISTRITO DE PATIVILCA - BARRANCA - LIMA;5929792;5809640;0;0;120152;0;0
20/10/2022;2177032;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE HUARAL;GERENCIA REGIONAL DE INFRAESTRUCTURA;150600;LIMA;HUARAL;SANEAMIENTO;PROYECTO DE INVERSION;MEJORAMIENTO INTEGRAL Y AMPLIACION DE LOS SERVICIOS DE AGUA Y DESAGUE DE LOS AA.HH. EL ANGEL, CONTIGO PERU, LA HUACA, SANTA ELENA Y NUEVO HUARAL DE LA CIUDAD DE HUARAL, PROVINCIA DE HUARAL - LIMA;13353290;12619649;187791;545850;187791;0;0
20/10/2022;2109770;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150400;LIMA;CANTA;AGROPECUARIA;PROYECTO DE INVERSION;MEJORAMIENTO DE CANAL DE RIEGO ONGONGOY - PAYGOCHA-PAMPARAN - ANEXO  HUACOS, DISTRITO DE HUAROS, PROVINCIA DE CANTA- LIMA;1093143;1093143;0;15000;0;0;0
20/10/2022;2189196;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150800;LIMA;HUAURA;SANEAMIENTO;PROYECTO DE INVERSION;MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DEL CENTRO POBLADO DE HUMAYA, DISTRITO DE HUAURA - HUAURA - LIMA;14519146;13545429;116078;88711;885005;0;0
20/10/2022;2063108;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150700;LIMA;HUAROCHIRI;SANEAMIENTO;PROYECTO DE INVERSION;AMPLIACION Y MEJORAMIENTO DEL SISTEMA DE AGUA POTABLE Y ALCANTARILLADO DE LA LOCALIDAD DE SAN MATEO;9404814;8392265;848065;848065;164484;0;0
20/10/2022;2337054;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150900;LIMA;OYON;AGROPECUARIA;PROYECTO DE INVERSION;AMPLIACION DEL SERVICIO DE AGUA PARA RIEGO DEL SECTOR DE SHUJOC GARUPATA, DISTRITO DE CAUJUL, OYON- LIMA;4843096;4588372;352994;1048364;0;0;0
20/10/2022;2322930;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;DIRECCION REGIONAL DE AGRICULTURA;150600;LIMA;HUARAL;AGROPECUARIA;PROYECTO DE INVERSION;MEJORAMIENTO DEL CANAL DE DERIVACION LA ESPERANZA Y RESERVORIO DE ALMACENAMIENTO, EN LAS LOCALIDADES DE CABUYAL, LA VIRGEN Y GRANADOS, DEL DISTRITO Y PROVINCIA DE HUARAL, REGION LIMA;10514581;10499849;14733;495686;0;0;0
20/10/2022;2237310;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE OYON;GERENCIA REGIONAL DE INFRAESTRUCTURA;150900;LIMA;OYON;TRANSPORTE;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS JIRONES OYON, IQUITOS, VICTOR ANDRES BELAUNDE, MAZAMARI, ANDAHUAYLAS, FELIX RIVERA, MARAÑON, AMAZONAS, UCAYALI Y PASAJE NUEVO DEL BARRIO DE PUENTE PIEDRA, DISTRITO DE OYON, PROVINCIA DE OYON - LIMA;10254647;10224648;0;0;0;30000;0
20/10/2022;2431624;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE DESARROLLO ECONOMICO;150000;LIMA;MULTIPROVINCIAL;VIVIENDA Y DESARROLLO URBANO;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS DE SANEAMIENTO FISICO LEGAL DE LOS PREDIOS RURALES POR LA DIREFOR EN LAS 6 PROVINCIAS DEL DEPARTAMENTO DE LIMA;732770;698283;15000;34487;0;19487;0
20/10/2022;2337076;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE DESARROLLO ECONOMICO;151000;LIMA;YAUYOS;TURISMO;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS DE APOYO DE LA CADENA PRODUCTIVA DE ARTESANIA TEXTIL EN LOS DISTRITOS DE CATAHUASI, CARANIA, HUANCAYA, MIRAFLORES, TANTA, TOMAS, TUPE Y YAUYOS, PROVINCIA DE YAUYOS, REGION LIMA;1321907;1286147;16273;35760;0;19487;0
20/10/2022;2122394;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE BARRANCA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150200;LIMA;BARRANCA;CULTURA Y DEPORTE;PROYECTO DE INVERSION;CONSTRUCCION DEL COLISEO MUNICIPAL DEL DISTRITO DE BARRANCA, PROVINCIA DE BARRANCA - LIMA;17716650;16821017;823968;823968;71665;0;0
20/10/2022;2021658;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150600;LIMA;HUARAL;SANEAMIENTO;PROYECTO DE INVERSION;INSTALACION DE LOS SISTEMAS DE AGUA POTABLE Y ALCANTARILLADO EN EL CENTRO POBLADO CHANCAYLLO;2412889;2297205;85089;85089;0;30595;0
20/10/2022;2383169;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA SUB REGIONAL LIMA SUR;150500;LIMA;CAÑETE;SALUD;PROYECTO DE INVERSION;CREACION DE LOS SERVICIOS DE ATENCION BASICA DE SALUD NIVEL I-2, EN EL CENTRO POBLADO NUEVO AYACUCHO, DISTRITO DE SAN VICENTE, PROVINCIA DE CAÑETE, REGION LIMA;3234342;101593;0;10000;3132749;0;0
20/10/2022;2403785;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA SUB REGIONAL LIMA SUR;150500;LIMA;CAÑETE;SALUD;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS DE ATENCION BASICA DE SALUD NIVEL I-2 PUESTO DE SALUD CALANGO CALANGO - DISTRITO DE CALANGO - PROVINCIA DE CAÑETE - REGIÓN LIMA;3175759;105670;0;10000;3070089;0;0
20/10/2022;2331599;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;GOBIERNO REGIONAL LIMA;GERENCIA REGIONAL DE INFRAESTRUCTURA;150300;LIMA;CAJATAMBO;EDUCACION;PROYECTO DE INVERSION;MEJORAMIENTO Y AMPLIACION DE LA PRESTACION DE LOS SERVICIOS EDUCATIVOS DE LOS NIVELES INICIAL, PRIMARIA Y SECUNDARIA DE LA INSTITUCION EDUCATIVA ANDRES AVELINO CACERES EN EL CENTRO POBLADO DE NUNUMIA, DISTRITO GORGOR, PROVINCIA CAJATAMBO, REGION LIMA;10182812;5228340;3909277;3947500;3810157;0;0
20/10/2022;2193959;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD PROVINCIAL DE HUAURA;DIRECCION REGIONAL DE AGRICULTURA;150800;LIMA;HUAURA;ORDEN PUBLICO Y SEGURIDAD;PROYECTO DE INVERSION;INSTALACION DE DEFENSA RIBEREÑA  EN LA MARGEN DERECHA DEL RIO HUAURA SECTOR PALENQUE - ALCANTARILLA, DISTRITO DE HUAURA, PROVINCIA DE HUAURA - LIMA;5293257;5246109;0;47148;0;0;0
20/10/2022;2212502;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD DISTRITAL DE AUCALLAMA;DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES;150600;LIMA;HUARAL;TRANSPORTE;PROYECTO DE INVERSION;MEJORAMIENTO DE LOS SERVICIOS DE TRANSITABILIDAD VEHICULAR DEL CAMINO VECINAL  AUCALLAMA-PALPA, DISTRITO DE AUCALLAMA - HUARAL - LIMA;17014346;10595540;3898432;3000000;2602819;0;0
20/10/2022;2475020;GOBIERNOS REGIONALES;OPMI DEL GOBIERNO REGIONAL LIMA;MUNICIPALIDAD DISTRITAL DE SUPE;DIRECCION REGIONAL DE TRANSPORTE Y COMUNICACIONES;150200;LIMA;BARRANCA;TRANSPORTE;PROYECTO DE INVERSION;MEJORAMIENTO DEL SERVICIO DE TRANSITABILIDAD VEHICULAR Y PEATONAL MEDIANTE CARPETA ASFÁLTICA  DE LA CARRETERA CAMPIÑA, SANTO DOMINGO Y VIRGEN DEL ROSARIO,  DISTRITO DE SUPE - PROVINCIA DE BARRANCA - DEPARTAMENTO DE LIMA;22666625;113900;22418353;22418353;134372;0;0
